participant	antecedent_verb	antecedent_polarity	target	control	antecedent_frame	consequent_verb	consequent_embedded_tense	antecedent_text	consequent_text	response_likelihood	response_difficulty	sanity
100	relearn	negative	subject	subject	NP V VPing	believe	future	A didn't relearn doing C.	How likely is it that A believed that A would do C?	0.51	0.59	4
100	teach	positive	subject	subject	NP V to VP[+eventive]	believe	future	A taught to do C.	How likely is it that A believed that A would do C?	0.76	0.25	4
100	welcome	positive	subject	subject	NP V VPing	believe	future	A welcomed doing C.	How likely is it that A believed that A would do C?	1.0	0.13	4
100	mumble	positive	subject	object	NP V for NP to VP	intend	future	A mumbled for B to do C.	How likely is it that A intended for B to do C?	0.51	0.55	4
100	outline	negative	object	object	NP V for NP to VP	want	future	A didn't outline for B to do C.	How likely is it that B wanted to do C?	0.57	0.46	4
100	determine	positive	subject	object	NP V for NP to VP	believe	future	A determined for B to do C.	How likely is it that A believed that B would do C?	0.7	0.38	4
100	bother	positive	subject	subject	NP V to VP[+eventive]	intend	future	A bothered to do C.	How likely is it that A intended to do C?	0.73	0.25	4
100	dislike	positive	subject	subject	NP V VPing	believe	past	A disliked doing C.	How likely is it that A believed that A had done C?	0.71	0.57	4
100	grunt	positive	subject	subject	NP V to VP[+eventive]	intend	future	A grunted to do C.	How likely is it that A intended to do C?	0.45	0.6	4
100	cheer	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A cheered B to do C.	How likely is it that A believed that B would do C?	0.72	0.18	4
100	propose	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't propose B to do C.	How likely is it that B intended to do C?	0.38	0.3	4
100	concede	negative	object	subject	NP V to NP to VP[-eventive]	believe	past	A didn't concede to B to have C.	How likely is it that B believed that A had C?	0.43	0.38	4
100	decree	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was decreed to do C.	How likely is it that A believed that A would do C?	0.87	0.1	4
100	interview	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't interview to do C.	How likely is it that A intended to do C?	0.37	0.36	4
100	evaluate	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was evaluated to have C.	How likely is it that A intended to have C?	0.66	0.31	4
100	plan	positive	subject	subject	NP V VPing	intend	future	A planned doing C.	How likely is it that A intended to do C?	1.0	0.0	4
100	clarify	negative	subject	subject	NP V VPing	intend	future	A didn't clarify doing C.	How likely is it that A intended to do C?	0.45	0.6	4
100	know	negative	subject	object	NP V NP to VP[-eventive]	believe	past	A didn't know B to have C.	How likely is it that A believed that B had C?	0.0	0.13	4
100	rationalize	negative	subject	subject	NP V VPing	want	past	A didn't rationalize doing C.	How likely is it that A wanted to have done C?	0.4	0.57	4
100	overhear	negative	subject	subject	NP be V to VP[-eventive]	want	future	A wasn't overheard to have C.	How likely is it that A wanted to have C?	0.42	0.56	4
100	anticipate	negative	subject	subject	NP V to VP[+eventive]	want	future	A didn't anticipate to do C.	How likely is it that A wanted to do C?	0.35	0.31	4
100	harass	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't harass B to do C.	How likely is it that A wanted B to do C?	0.68	0.34	4
100	communicate	positive	subject	subject	NP V VPing	want	future	A communicated doing C.	How likely is it that A wanted to do C?	0.65	0.37	4
107	hinder	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was hindered to have C.	How likely is it that A intended to have C?	0.3	0.28	4
107	anticipate	negative	subject	subject	NP V to VP[+eventive]	want	future	A didn't anticipate to do C.	How likely is it that A wanted to do C?	0.15	0.23	4
107	bother	positive	subject	subject	NP V to VP[+eventive]	intend	future	A bothered to do C.	How likely is it that A intended to do C?	0.16	0.26	4
107	decree	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was decreed to do C.	How likely is it that A believed that A would do C?	0.55	0.54	4
107	evaluate	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was evaluated to have C.	How likely is it that A intended to have C?	0.71	0.32	4
107	relearn	negative	subject	subject	NP V VPing	believe	future	A didn't relearn doing C.	How likely is it that A believed that A would do C?	0.41	0.38	4
107	outline	negative	object	object	NP V for NP to VP	want	future	A didn't outline for B to do C.	How likely is it that B wanted to do C?	0.44	0.7	4
107	mumble	positive	subject	object	NP V for NP to VP	intend	future	A mumbled for B to do C.	How likely is it that A intended for B to do C?	0.9	0.3	4
107	clarify	negative	subject	subject	NP V VPing	intend	future	A didn't clarify doing C.	How likely is it that A intended to do C?	0.3	0.39	4
107	welcome	positive	subject	subject	NP V VPing	believe	future	A welcomed doing C.	How likely is it that A believed that A would do C?	0.94	0.2	4
107	rationalize	negative	subject	subject	NP V VPing	want	past	A didn't rationalize doing C.	How likely is it that A wanted to have done C?	0.32	0.39	4
107	plan	positive	subject	subject	NP V VPing	intend	future	A planned doing C.	How likely is it that A intended to do C?	1.0	0.0	4
107	overhear	negative	subject	subject	NP be V to VP[-eventive]	want	future	A wasn't overheard to have C.	How likely is it that A wanted to have C?	0.46	0.61	4
107	ridicule	positive	subject	subject	NP V VPing	want	future	A ridiculed doing C.	How likely is it that A wanted to do C?	0.17	0.25	4
107	know	negative	subject	object	NP V NP to VP[-eventive]	believe	past	A didn't know B to have C.	How likely is it that A believed that B had C?	0.09	0.16	4
107	snap	negative	subject	subject	NP V VPing	intend	future	A didn't snap doing C.	How likely is it that A intended to do C?	0.25	0.25	4
107	cheer	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A cheered B to do C.	How likely is it that A believed that B would do C?	0.76	0.32	4
107	propose	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't propose B to do C.	How likely is it that B intended to do C?	0.61	0.39	4
107	mention	negative	subject	object	NP V to NP to VP[+eventive]	intend	past	A didn't mention to B to do C.	How likely is it that A intended for B to have done C?	0.09	0.15	4
107	authorize	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A authorized B to do C.	How likely is it that A believed that B would do C?	0.89	0.25	4
107	proclaim	negative	subject	subject	NP V VPing	believe	past	A didn't proclaim doing C.	How likely is it that A believed that A had done C?	0.15	0.11	4
107	grunt	positive	subject	subject	NP V to VP[+eventive]	intend	future	A grunted to do C.	How likely is it that A intended to do C?	0.22	0.17	4
107	determine	positive	subject	object	NP V for NP to VP	believe	future	A determined for B to do C.	How likely is it that A believed that B would do C?	0.86	0.35	4
107	concede	negative	object	subject	NP V to NP to VP[-eventive]	believe	past	A didn't concede to B to have C.	How likely is it that B believed that A had C?	0.54	0.44	4
107	teach	positive	subject	subject	NP V to VP[+eventive]	believe	future	A taught to do C.	How likely is it that A believed that A would do C?	0.82	0.4	4
107	discipline	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was disciplined to do C.	How likely is it that A wanted to do C?	0.63	0.47	4
107	harass	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't harass B to do C.	How likely is it that A wanted B to do C?	0.3	0.39	4
107	fancy	positive	object	object	NP V NP to VP[-eventive]	believe	future	A fancied B to have C.	How likely is it that B believed that B would have C?	0.46	0.55	4
107	encourage	positive	object	object	NP V NP to VP[+eventive]	intend	future	A encouraged B to do C.	How likely is it that B intended to do C?	0.47	0.55	4
107	reason	positive	object	object	NP V for NP to VP	want	future	A reasoned for B to do C.	How likely is it that B wanted to do C?	0.46	0.44	4
107	communicate	positive	subject	subject	NP V VPing	want	future	A communicated doing C.	How likely is it that A wanted to do C?	0.67	0.33	4
107	shout	negative	subject	object	NP V to NP to VP[+eventive]	intend	future	A didn't shout to B to do C.	How likely is it that A intended for B to do C?	0.27	0.34	4
107	suggest	negative	subject	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that A wanted B to have done C?	0.06	0.08	4
107	scheme	positive	subject	subject	NP V to VP[+eventive]	intend	future	A schemed to do C.	How likely is it that A intended to do C?	0.94	0.08	4
107	phone	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A phoned B to do C.	How likely is it that A believed that B would do C?	0.84	0.31	4
107	sanction	positive	subject	subject	NP V VPing	want	future	A sanctioned doing C.	How likely is it that A wanted to do C?	0.93	0.08	4
107	chant	negative	subject	object	NP V for NP to VP	intend	future	A didn't chant for B to do C.	How likely is it that A intended for B to do C?	0.21	0.29	4
107	come_around	positive	subject	subject	NP V VPing	want	future	A came around doing C.	How likely is it that A wanted to do C?	0.71	0.3	4
107	pretend	positive	subject	object	NP V for NP to VP	want	future	A pretended for B to do C.	How likely is it that A wanted B to do C?	0.44	0.53	4
107	interview	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't interview to do C.	How likely is it that A intended to do C?	0.33	0.37	4
107	doubt	positive	subject	subject	NP V VPing	believe	past	A doubted doing C.	How likely is it that A believed that A had done C?	0.21	0.29	4
107	agree	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't agree to B to do C.	How likely is it that B wanted to have done C?	0.51	0.59	4
107	remember	positive	subject	subject	NP V to VP[+eventive]	intend	future	A remembered to do C.	How likely is it that A intended to do C?	0.86	0.27	4
107	simulate	positive	subject	subject	NP be V to VP[-eventive]	want	future	A was simulated to have C.	How likely is it that A wanted to have C?	0.7	0.37	4
107	defend	negative	subject	subject	NP V VPing	believe	past	A didn't defend doing C.	How likely is it that A believed that A had done C?	0.29	0.36	4
107	entice	positive	object	object	NP V NP to VP[+eventive]	want	future	A enticed B to do C.	How likely is it that B wanted to do C?	0.61	0.4	4
107	commence	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't commence to do C.	How likely is it that A believed that A would do C?	0.32	0.42	4
107	dislike	positive	subject	subject	NP V VPing	believe	past	A disliked doing C.	How likely is it that A believed that A had done C?	0.38	0.54	4
11	force	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't force B to do C.	How likely is it that A intended for B to do C?	0.19	0.1	4
11	transmit	positive	subject	subject	NP V to VP[+eventive]	intend	future	A transmitted to do C.	How likely is it that A intended to do C?	0.94	0.03	4
11	forbid	positive	subject	subject	NP V VPing	believe	future	A forbade doing C.	How likely is it that A believed that A would do C?	0.01	0.01	4
11	endorse	negative	object	object	NP V NP to VP[-eventive]	believe	future	A didn't endorse B to have C.	How likely is it that B believed that B would have C?	0.26	0.4	4
11	name	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't name B to do C.	How likely is it that A wanted B to do C?	0.06	0.01	4
11	defend	positive	subject	subject	NP V VPing	want	future	A defended doing C.	How likely is it that A wanted to do C?	0.99	0.11	4
11	daydream	positive	subject	subject	NP V to VP[-eventive]	believe	future	A daydreamed to have C.	How likely is it that A believed that A would have C?	1.0	0.0	4
11	joke	positive	object	object	NP V for NP to VP	believe	future	A joked for B to do C.	How likely is it that B believed that B would do C?	0.3	0.28	4
11	dispirit	negative	subject	subject	NP be V to VP[+eventive]	intend	future	A wasn't dispirited to do C.	How likely is it that A intended to do C?	1.0	0.02	4
11	exploit	negative	object	object	NP V NP to VP[+eventive]	want	future	A didn't exploit B to do C.	How likely is it that B wanted to do C?	0.59	0.28	4
11	will	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't will to do C.	How likely is it that A believed that A would do C?	0.07	0.06	4
11	consult	positive	object	object	NP V NP to VP[+eventive]	intend	future	A consulted B to do C.	How likely is it that B intended to do C?	0.57	0.2	4
11	infer	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't infer to do C.	How likely is it that A believed that A would do C?	0.27	0.06	4
11	protest	positive	subject	subject	NP V VPing	intend	future	A protested doing C.	How likely is it that A intended to do C?	0.07	0.03	4
11	reassess	negative	subject	subject	NP V VPing	want	future	A didn't reassess doing C.	How likely is it that A wanted to do C?	0.86	0.04	4
11	contract	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A contracted B to do C.	How likely is it that A believed that B would do C?	1.0	0.0	4
11	gripe	negative	object	object	NP V for NP to VP	intend	future	A didn't gripe for B to do C.	How likely is it that B intended to do C?	0.31	0.14	4
11	promise	positive	object	subject	NP V to NP to VP[+eventive]	believe	future	A promised to B to do C.	How likely is it that B believed that A would do C?	1.0	0.02	4
11	help	negative	subject	subject	NP V VPing	want	future	A didn't help doing C.	How likely is it that A wanted to do C?	0.02	0.03	4
